state,district,year_month,age_0_5,age_5_17,age_18_greater,total_enrolment
Tamil Nadu,Tiruppur,2025-12,873,150,1,1024
Tamil Nadu,Tiruvallur,2025-09,2922,772,9,3703
Tamil Nadu,Tiruvallur,2025-10,1603,554,5,2162
Tamil Nadu,Tiruvallur,2025-11,2541,1014,24,3579
Tamil Nadu,Tiruvallur,2025-12,1646,325,20,1991
Tamil Nadu,Tiruvannamalai,2025-09,2449,274,4,2727
Tamil Nadu,Tiruvannamalai,2025-10,1228,140,0,1368
Tamil Nadu,Tiruvannamalai,2025-11,1827,210,21,2058
Tamil Nadu,Tiruvannamalai,2025-12,1052,53,8,1113
Tamil Nadu,Tiruvarur,2025-09,1,0,0,1
Tamil Nadu,Tuticorin,2025-09,1,0,0,1
Tamil Nadu,Tuticorin,2025-11,0,1,0,1
Tamil Nadu,Vellore,2025-06,367,102,41,510
Tamil Nadu,Vellore,2025-09,2703,359,0,3062
Tamil Nadu,Vellore,2025-10,1572,225,0,1797
Tamil Nadu,Vellore,2025-11,2176,460,11,2647
Tamil Nadu,Vellore,2025-12,1453,163,1,1617
Tamil Nadu,Villupuram,2025-09,1833,282,0,2115
Tamil Nadu,Villupuram,2025-10,986,209,0,1195
Tamil Nadu,Villupuram,2025-11,2251,356,2,2609
Tamil Nadu,Villupuram,2025-12,784,68,1,853
Tamil Nadu,Viluppuram,2025-09,1398,244,0,1642
Tamil Nadu,Viluppuram,2025-10,757,160,0,917
Tamil Nadu,Viluppuram,2025-11,1598,302,0,1900
Tamil Nadu,Viluppuram,2025-12,588,75,0,663
Tamil Nadu,Virudhunagar,2025-09,1692,198,1,1891
Tamil Nadu,Virudhunagar,2025-10,833,136,0,969
Tamil Nadu,Virudhunagar,2025-11,1351,226,3,1580
Tamil Nadu,Virudhunagar,2025-12,893,67,7,967
Telangana,Adilabad,2025-09,1022,189,0,1211
Telangana,Adilabad,2025-10,574,101,0,675
Telangana,Adilabad,2025-11,577,121,2,700
Telangana,Adilabad,2025-12,344,56,1,401
Telangana,Bhadradri Kothagudem,2025-07,507,109,23,639
Telangana,Bhadradri Kothagudem,2025-09,688,189,1,878
Telangana,Bhadradri Kothagudem,2025-10,549,187,13,749
Telangana,Bhadradri Kothagudem,2025-11,478,144,1,623
Telangana,Bhadradri Kothagudem,2025-12,268,53,1,322
Telangana,Hanumakonda,2025-09,333,34,0,367
Telangana,Hanumakonda,2025-10,227,30,1,258
Telangana,Hanumakonda,2025-11,228,29,4,261
Telangana,Hanumakonda,2025-12,128,16,0,144
Telangana,Hyderabad,2025-04,252,32,22,306
Telangana,Hyderabad,2025-05,736,154,21,911
Telangana,Hyderabad,2025-06,690,479,49,1218
Telangana,Hyderabad,2025-07,5199,1820,233,7252
Telangana,Hyderabad,2025-09,3790,1074,78,4942
Telangana,Hyderabad,2025-10,3289,740,58,4087
Telangana,Hyderabad,2025-11,3632,821,139,4592
Telangana,Hyderabad,2025-12,2133,480,69,2682
Telangana,Jagitial,2025-09,562,40,0,602
Telangana,Jagitial,2025-10,355,25,0,380
Telangana,Jagitial,2025-11,285,22,9,316
Telangana,Jagitial,2025-12,286,11,0,297
Telangana,Jangaon,2025-09,19,7,0,26
Telangana,Jangaon,2025-10,25,4,0,29
Telangana,Jangaon,2025-11,13,3,0,16
Telangana,Jangaon,2025-12,9,1,0,10
Telangana,Jangoan,2025-09,365,56,0,421
Telangana,Jangoan,2025-10,221,40,0,261
Telangana,Jangoan,2025-11,201,25,0,226
Telangana,Jangoan,2025-12,105,9,0,114
Telangana,Jayashankar Bhupalpally,2025-09,238,60,0,298
Telangana,Jayashankar Bhupalpally,2025-10,185,51,0,236
Telangana,Jayashankar Bhupalpally,2025-11,166,39,4,209
Telangana,Jayashankar Bhupalpally,2025-12,81,23,0,104
Telangana,Jogulamba Gadwal,2025-09,547,79,0,626
Telangana,Jogulamba Gadwal,2025-10,436,99,0,535
Telangana,Jogulamba Gadwal,2025-11,397,87,2,486
Telangana,Jogulamba Gadwal,2025-12,163,34,0,197
Telangana,K.v. Rangareddy,2025-04,159,25,28,212
Telangana,K.v. Rangareddy,2025-09,4459,1269,41,5769
Telangana,K.v. Rangareddy,2025-10,3359,958,24,4341
Telangana,K.v. Rangareddy,2025-11,3395,1034,39,4468
Telangana,K.v. Rangareddy,2025-12,2192,395,32,2619
Telangana,Kamareddy,2025-09,680,65,0,745
Telangana,Kamareddy,2025-10,453,36,0,489
Telangana,Kamareddy,2025-11,509,27,0,536
Telangana,Kamareddy,2025-12,220,16,2,238
Telangana,Karimnagar,2025-09,1866,288,1,2155
Telangana,Karimnagar,2025-10,1365,191,1,1557
Telangana,Karimnagar,2025-11,1188,142,4,1334
Telangana,Karimnagar,2025-12,696,65,1,762
Telangana,Khammam,2025-09,985,629,2,1616
Telangana,Khammam,2025-10,690,179,2,871
Telangana,Khammam,2025-11,733,210,4,947
Telangana,Khammam,2025-12,392,61,1,454
Telangana,Komaram Bheem,2025-09,386,85,0,471
Telangana,Komaram Bheem,2025-10,201,43,0,244
Telangana,Komaram Bheem,2025-11,207,43,0,250
Telangana,Komaram Bheem,2025-12,123,18,0,141
Telangana,Mahabubabad,2025-09,457,83,1,541
Telangana,Mahabubabad,2025-10,329,67,0,396
Telangana,Mahabubabad,2025-11,329,71,0,400
Telangana,Mahabubabad,2025-12,134,32,0,166
Telangana,Mahabubnagar,2025-09,3115,994,2,4111
Telangana,Mahabubnagar,2025-10,1889,671,2,2562
Telangana,Mahabubnagar,2025-11,1744,570,11,2325
Telangana,Mahabubnagar,2025-12,941,228,1,1170
Telangana,Mancherial,2025-09,329,69,1,399
Telangana,Mancherial,2025-10,235,39,0,274
Telangana,Mancherial,2025-11,206,41,0,247
Telangana,Mancherial,2025-12,154,20,0,174
Telangana,Medak,2025-09,2228,558,1,2787
Telangana,Medak,2025-10,1697,400,3,2100
Telangana,Medak,2025-11,1481,334,3,1818
Telangana,Medak,2025-12,752,87,0,839
Telangana,Medchal Malkajgiri,2025-06,159,119,20,298
Telangana,Medchal Malkajgiri,2025-07,250,146,10,406
Telangana,Medchal-malkajgiri,2025-04,76,25,15,116
Telangana,Medchal-malkajgiri,2025-09,905,277,16,1198
Telangana,Medchal-malkajgiri,2025-10,791,234,24,1049
Telangana,Medchal-malkajgiri,2025-11,774,240,40,1054
Telangana,Medchal-malkajgiri,2025-12,518,124,11,653
Telangana,Medchal?malkajgiri,2025-09,0,1,0,1
Telangana,Medchal?malkajgiri,2025-10,1,0,0,1
Telangana,Medchal−malkajgiri,2025-09,135,37,2,174
Telangana,Medchal−malkajgiri,2025-10,126,18,0,144
Telangana,Medchal−malkajgiri,2025-11,119,22,0,141
Telangana,Medchal−malkajgiri,2025-12,65,11,0,76
Telangana,Mulugu,2025-09,261,88,0,349
Telangana,Mulugu,2025-10,165,79,0,244
Telangana,Mulugu,2025-11,172,42,4,218
Telangana,Mulugu,2025-12,102,24,0,126
Telangana,Nagarkurnool,2025-09,467,111,0,578
Telangana,Nagarkurnool,2025-10,230,71,0,301
Telangana,Nagarkurnool,2025-11,248,67,1,316
Telangana,Nagarkurnool,2025-12,132,33,1,166
Telangana,Nalgonda,2025-09,2041,470,0,2511
Telangana,Nalgonda,2025-10,1389,348,0,1737
Telangana,Nalgonda,2025-11,1350,327,1,1678
Telangana,Nalgonda,2025-12,625,101,9,735
Telangana,Narayanpet,2025-09,441,76,0,517
Telangana,Narayanpet,2025-10,267,73,0,340
Telangana,Narayanpet,2025-11,240,48,4,292
Telangana,Narayanpet,2025-12,134,27,0,161
Telangana,Nirmal,2025-09,531,41,0,572
Telangana,Nirmal,2025-10,270,19,2,291
Telangana,Nirmal,2025-11,325,33,1,359
Telangana,Nirmal,2025-12,166,13,0,179
Telangana,Nizamabad,2025-09,2344,203,1,2548
Telangana,Nizamabad,2025-10,1595,148,0,1743
Telangana,Nizamabad,2025-11,1344,162,4,1510
Telangana,Nizamabad,2025-12,702,70,4,776
Telangana,Peddapalli,2025-09,197,31,1,229
Telangana,Peddapalli,2025-10,120,16,1,137
Telangana,Peddapalli,2025-11,125,10,1,136
Telangana,Peddapalli,2025-12,71,15,0,86
Telangana,Rajanna Sircilla,2025-09,262,21,0,283
Telangana,Rajanna Sircilla,2025-10,250,11,1,262
Telangana,Rajanna Sircilla,2025-11,194,12,1,207
Telangana,Rajanna Sircilla,2025-12,128,7,1,136
Telangana,Ranga Reddy,2025-07,181,93,10,284
Telangana,Rangareddy,2025-09,79,16,1,96
Telangana,Rangareddy,2025-10,60,10,0,70
Telangana,Rangareddy,2025-11,52,21,1,74
Telangana,Rangareddy,2025-12,46,14,0,60
Telangana,Sangareddy,2025-09,729,154,3,886
Telangana,Sangareddy,2025-10,596,150,1,747
Telangana,Sangareddy,2025-11,595,118,2,715
Telangana,Sangareddy,2025-12,304,46,5,355
Telangana,Siddipet,2025-09,596,49,0,645
Telangana,Siddipet,2025-10,467,49,0,516
Telangana,Siddipet,2025-11,430,57,1,488
Telangana,Siddipet,2025-12,208,19,0,227
Telangana,Suryapet,2025-09,641,137,0,778
Telangana,Suryapet,2025-10,480,79,1,560
Telangana,Suryapet,2025-11,424,60,1,485
Telangana,Suryapet,2025-12,198,21,0,219
Telangana,Vikarabad,2025-09,764,185,0,949
Telangana,Vikarabad,2025-10,510,152,0,662
Telangana,Vikarabad,2025-11,560,125,2,687
Telangana,Vikarabad,2025-12,251,44,0,295
Telangana,Wanaparthy,2025-09,443,120,0,563
Telangana,Wanaparthy,2025-10,294,122,0,416
Telangana,Wanaparthy,2025-11,346,125,0,471
Telangana,Wanaparthy,2025-12,183,34,0,217
Telangana,Warangal,2025-09,920,201,0,1121
Telangana,Warangal,2025-10,643,125,0,768
Telangana,Warangal,2025-11,599,113,0,712
Telangana,Warangal,2025-12,300,51,0,351
Telangana,Warangal (urban),2025-09,3,1,0,4
Telangana,Warangal (urban),2025-10,2,0,0,2
Telangana,Warangal (urban),2025-12,1,0,0,1
Telangana,Warangal Rural,2025-09,216,19,0,235
Telangana,Warangal Rural,2025-10,164,22,0,186
Telangana,Warangal Rural,2025-11,169,19,2,190
Telangana,Warangal Rural,2025-12,111,10,0,121
Telangana,Warangal Urban,2025-09,217,22,1,240
Telangana,Warangal Urban,2025-10,148,19,2,169
Telangana,Warangal Urban,2025-11,145,24,2,171
Telangana,Warangal Urban,2025-12,75,7,1,83
Telangana,Yadadri.,2025-09,537,103,0,640
Telangana,Yadadri.,2025-10,309,40,0,349
Telangana,Yadadri.,2025-11,338,48,1,387
Telangana,Yadadri.,2025-12,196,14,0,210
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-06,188,49,12,249
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025-07,360,92,15,467
Tripura,Dhalai,2025-06,60,87,20,167
Tripura,Dhalai,2025-09,258,199,0,457
Tripura,Dhalai,2025-10,107,83,5,195
Tripura,Dhalai,2025-11,187,159,10,356
Tripura,Dhalai,2025-12,165,79,1,245
Tripura,Dhalai  *,2025-09,16,1,0,17
Tripura,Dhalai  *,2025-10,1,1,0,2
Tripura,Dhalai  *,2025-11,6,1,0,7
Tripura,Dhalai  *,2025-12,5,1,0,6
Tripura,Gomati,2025-07,69,45,10,124
Tripura,Gomati,2025-09,122,52,0,174
Tripura,Gomati,2025-10,55,27,1,83
Tripura,Gomati,2025-11,95,55,0,150
Tripura,Gomati,2025-12,123,25,0,148
Tripura,Khowai,2025-09,51,36,12,99
Tripura,Khowai,2025-10,44,12,8,64
Tripura,Khowai,2025-11,56,33,18,107
Tripura,Khowai,2025-12,45,18,6,69
Tripura,North Tripura,2025-07,124,75,17,216
Tripura,North Tripura,2025-09,319,125,4,448
Tripura,North Tripura,2025-10,135,59,0,194
Tripura,North Tripura,2025-11,265,87,3,355
Tripura,North Tripura,2025-12,203,70,2,275
Tripura,Sepahijala,2025-07,166,144,15,325
Tripura,Sepahijala,2025-09,255,132,0,387
Tripura,Sepahijala,2025-10,189,79,2,270
Tripura,Sepahijala,2025-11,275,113,10,398
Tripura,Sepahijala,2025-12,236,109,3,348
Tripura,South Tripura,2025-09,416,256,0,672
Tripura,South Tripura,2025-10,227,152,0,379
Tripura,South Tripura,2025-11,353,268,4,625
Tripura,South Tripura,2025-12,352,128,2,482
Tripura,Unakoti,2025-04,19,16,15,50
Tripura,Unakoti,2025-09,119,56,1,176
Tripura,Unakoti,2025-10,102,25,7,134
Tripura,Unakoti,2025-11,116,42,3,161
Tripura,Unakoti,2025-12,77,40,1,118
Tripura,West Tripura,2025-04,146,65,25,236
Tripura,West Tripura,2025-09,471,215,5,691
Tripura,West Tripura,2025-10,380,148,27,555
Tripura,West Tripura,2025-11,588,222,15,825
Tripura,West Tripura,2025-12,378,114,3,495
Uttar Pradesh,Agra,2025-03,280,494,132,906
Uttar Pradesh,Agra,2025-04,832,568,37,1437
Uttar Pradesh,Agra,2025-05,1550,967,60,2577
Uttar Pradesh,Agra,2025-06,1775,1860,154,3789
Uttar Pradesh,Agra,2025-07,2371,2123,75,4569
Uttar Pradesh,Agra,2025-09,3078,2629,57,5764
Uttar Pradesh,Agra,2025-10,1652,1236,64,2952
Uttar Pradesh,Agra,2025-11,2709,1766,62,4537
Uttar Pradesh,Agra,2025-12,2067,1048,264,3379
Uttar Pradesh,Aligarh,2025-03,226,353,44,623
Uttar Pradesh,Aligarh,2025-04,1066,643,58,1767
Uttar Pradesh,Aligarh,2025-05,1564,1159,103,2826
Uttar Pradesh,Aligarh,2025-06,1247,1291,97,2635
Uttar Pradesh,Aligarh,2025-07,3024,3256,128,6408
Uttar Pradesh,Aligarh,2025-09,2267,2037,51,4355
Uttar Pradesh,Aligarh,2025-10,1213,983,37,2233
Uttar Pradesh,Aligarh,2025-11,1632,1280,50,2962
Uttar Pradesh,Aligarh,2025-12,1591,774,18,2383
Uttar Pradesh,Allahabad,2025-09,2828,2582,2,5412
Uttar Pradesh,Allahabad,2025-10,1392,1289,22,2703
Uttar Pradesh,Allahabad,2025-11,1794,1421,24,3239
Uttar Pradesh,Allahabad,2025-12,1240,654,1,1895
Uttar Pradesh,Ambedkar Nagar,2025-04,159,143,10,312
Uttar Pradesh,Ambedkar Nagar,2025-09,1387,1778,13,3178
Uttar Pradesh,Ambedkar Nagar,2025-10,782,845,6,1633
Uttar Pradesh,Ambedkar Nagar,2025-11,923,855,17,1795
Uttar Pradesh,Ambedkar Nagar,2025-12,605,475,4,1084
Uttar Pradesh,Amethi,2025-09,1436,1468,8,2912
Uttar Pradesh,Amethi,2025-10,769,722,30,1521
Uttar Pradesh,Amethi,2025-11,938,606,16,1560
Uttar Pradesh,Amethi,2025-12,747,455,2,1204
Uttar Pradesh,Amroha,2025-04,434,135,11,580
Uttar Pradesh,Amroha,2025-06,329,240,10,579
Uttar Pradesh,Amroha,2025-09,1460,720,11,2191
Uttar Pradesh,Amroha,2025-10,921,437,9,1367
Uttar Pradesh,Amroha,2025-11,1364,526,4,1894
Uttar Pradesh,Amroha,2025-12,1097,418,16,1531
Uttar Pradesh,Auraiya,2025-09,840,649,3,1492
Uttar Pradesh,Auraiya,2025-10,372,233,3,608
Uttar Pradesh,Auraiya,2025-11,618,371,0,989
Uttar Pradesh,Auraiya,2025-12,339,294,11,644
Uttar Pradesh,Ayodhya,2025-06,38,32,12,82
Uttar Pradesh,Ayodhya,2025-07,262,324,17,603
Uttar Pradesh,Ayodhya,2025-09,298,111,0,409
Uttar Pradesh,Ayodhya,2025-10,136,60,0,196
Uttar Pradesh,Ayodhya,2025-11,193,68,3,264
Uttar Pradesh,Ayodhya,2025-12,100,39,0,139
Uttar Pradesh,Azamgarh,2025-04,231,332,26,589
Uttar Pradesh,Azamgarh,2025-06,109,333,10,452
Uttar Pradesh,Azamgarh,2025-07,1034,2456,77,3567
Uttar Pradesh,Azamgarh,2025-09,1883,4129,16,6028
Uttar Pradesh,Azamgarh,2025-10,1131,2428,51,3610
Uttar Pradesh,Azamgarh,2025-11,1325,2557,64,3946
Uttar Pradesh,Azamgarh,2025-12,1004,1342,35,2381
Uttar Pradesh,Baghpat,2025-04,311,224,18,553
Uttar Pradesh,Baghpat,2025-06,61,171,12,244
Uttar Pradesh,Baghpat,2025-07,118,280,15,413
Uttar Pradesh,Baghpat,2025-09,1096,1184,34,2314
Uttar Pradesh,Baghpat,2025-10,613,491,28,1132
Uttar Pradesh,Baghpat,2025-11,738,538,43,1319
Uttar Pradesh,Baghpat,2025-12,545,315,4,864
Uttar Pradesh,Bagpat,2025-11,0,1,0,1
Uttar Pradesh,Bahraich,2025-03,69,241,61,371
Uttar Pradesh,Bahraich,2025-04,1748,1784,281,3813
Uttar Pradesh,Bahraich,2025-05,1485,1891,193,3569
Uttar Pradesh,Bahraich,2025-06,1183,2599,287,4069
Uttar Pradesh,Bahraich,2025-07,3919,6096,532,10547
Uttar Pradesh,Bahraich,2025-09,2606,4385,381,7372
Uttar Pradesh,Bahraich,2025-10,1409,2436,292,4137
Uttar Pradesh,Bahraich,2025-11,1286,1704,225,3215
Uttar Pradesh,Bahraich,2025-12,969,1224,52,2245
Uttar Pradesh,Ballia,2025-09,1401,2137,4,3542
Uttar Pradesh,Ballia,2025-10,856,1209,5,2070
Uttar Pradesh,Ballia,2025-11,1083,1618,23,2724
Uttar Pradesh,Ballia,2025-12,739,896,5,1640
Uttar Pradesh,Balrampur,2025-04,429,642,32,1103
Uttar Pradesh,Balrampur,2025-06,150,497,16,663
Uttar Pradesh,Balrampur,2025-07,500,1822,58,2380
Uttar Pradesh,Balrampur,2025-09,849,1598,13,2460
Uttar Pradesh,Balrampur,2025-10,615,1216,52,1883
Uttar Pradesh,Balrampur,2025-11,898,1219,40,2157
Uttar Pradesh,Balrampur,2025-12,740,913,25,1678
Uttar Pradesh,Banda,2025-03,31,24,11,66
Uttar Pradesh,Banda,2025-04,458,340,43,841
Uttar Pradesh,Banda,2025-05,730,804,70,1604
Uttar Pradesh,Banda,2025-06,324,451,12,787
Uttar Pradesh,Banda,2025-07,401,753,11,1165
Uttar Pradesh,Banda,2025-09,979,1472,10,2461
Uttar Pradesh,Banda,2025-10,548,655,14,1217
Uttar Pradesh,Banda,2025-11,811,674,17,1502
Uttar Pradesh,Banda,2025-12,543,390,15,948
Uttar Pradesh,Bara Banki,2025-04,172,72,10,254
Uttar Pradesh,Bara Banki,2025-09,2168,1422,21,3611
Uttar Pradesh,Bara Banki,2025-10,951,581,22,1554
Uttar Pradesh,Bara Banki,2025-11,1384,714,33,2131
Uttar Pradesh,Bara Banki,2025-12,1101,429,6,1536
Uttar Pradesh,Barabanki,2025-07,1040,692,52,1784
Uttar Pradesh,Barabanki,2025-09,152,118,0,270
Uttar Pradesh,Barabanki,2025-10,70,40,0,110
Uttar Pradesh,Barabanki,2025-11,77,48,0,125
Uttar Pradesh,Barabanki,2025-12,62,24,0,86
Uttar Pradesh,Bareilly,2025-04,3176,1025,63,4264
Uttar Pradesh,Bareilly,2025-05,1306,574,49,1929
Uttar Pradesh,Bareilly,2025-06,1242,1198,75,2515
Uttar Pradesh,Bareilly,2025-07,1671,1356,45,3072
Uttar Pradesh,Bareilly,2025-09,3019,2296,43,5358
Uttar Pradesh,Bareilly,2025-10,1924,1187,167,3278
Uttar Pradesh,Bareilly,2025-11,2921,1561,137,4619
Uttar Pradesh,Bareilly,2025-12,1928,820,28,2776
Uttar Pradesh,Basti,2025-04,140,139,10,289
Uttar Pradesh,Basti,2025-09,1486,1760,14,3260
Uttar Pradesh,Basti,2025-10,972,1230,27,2229
Uttar Pradesh,Basti,2025-11,1336,1278,14,2628
Uttar Pradesh,Basti,2025-12,889,809,15,1713
Uttar Pradesh,Bhadohi,2025-09,106,102,1,209
Uttar Pradesh,Bhadohi,2025-10,54,78,0,132
Uttar Pradesh,Bhadohi,2025-11,63,50,3,116
Uttar Pradesh,Bhadohi,2025-12,42,47,0,89
Uttar Pradesh,Bijnor,2025-05,1351,432,39,1822
Uttar Pradesh,Bijnor,2025-09,3164,1300,2,4466
Uttar Pradesh,Bijnor,2025-10,2918,791,11,3720
Uttar Pradesh,Bijnor,2025-11,3559,884,11,4454
Uttar Pradesh,Bijnor,2025-12,1943,436,10,2389
Uttar Pradesh,Budaun,2025-04,480,267,13,760
Uttar Pradesh,Budaun,2025-05,222,228,11,461
Uttar Pradesh,Budaun,2025-06,210,353,12,575
Uttar Pradesh,Budaun,2025-07,1617,1656,53,3326
Uttar Pradesh,Budaun,2025-09,2091,2180,104,4375
Uttar Pradesh,Budaun,2025-10,770,855,61,1686
Uttar Pradesh,Budaun,2025-11,1480,1104,53,2637
Uttar Pradesh,Budaun,2025-12,903,764,42,1709
Uttar Pradesh,Bulandshahar,2025-09,40,26,0,66
Uttar Pradesh,Bulandshahar,2025-10,33,7,0,40
Uttar Pradesh,Bulandshahar,2025-11,32,29,0,61
Uttar Pradesh,Bulandshahar,2025-12,10,8,0,18
Uttar Pradesh,Bulandshahr,2025-03,19,32,10,61
Uttar Pradesh,Bulandshahr,2025-04,612,527,49,1188
Uttar Pradesh,Bulandshahr,2025-06,166,297,14,477
Uttar Pradesh,Bulandshahr,2025-07,604,749,11,1364
Uttar Pradesh,Bulandshahr,2025-09,2691,2361,32,5084
Uttar Pradesh,Bulandshahr,2025-10,1495,1024,35,2554
Uttar Pradesh,Bulandshahr,2025-11,2070,1503,37,3610
Uttar Pradesh,Bulandshahr,2025-12,1498,1028,21,2547
Uttar Pradesh,Chandauli,2025-04,195,192,41,428
Uttar Pradesh,Chandauli,2025-05,214,191,14,419
Uttar Pradesh,Chandauli,2025-06,138,314,15,467
Uttar Pradesh,Chandauli,2025-07,609,949,47,1605
Uttar Pradesh,Chandauli,2025-09,1329,1488,22,2839
Uttar Pradesh,Chandauli,2025-10,506,510,7,1023
Uttar Pradesh,Chandauli,2025-11,973,922,20,1915
Uttar Pradesh,Chandauli,2025-12,441,420,9,870
Uttar Pradesh,Chitrakoot,2025-09,924,796,6,1726
Uttar Pradesh,Chitrakoot,2025-10,659,547,4,1210
Uttar Pradesh,Chitrakoot,2025-11,683,567,1,1251
Uttar Pradesh,Chitrakoot,2025-12,685,526,3,1214
Uttar Pradesh,Deoria,2025-05,384,503,20,907
Uttar Pradesh,Deoria,2025-07,130,240,11,381
Uttar Pradesh,Deoria,2025-09,1694,1899,10,3603
Uttar Pradesh,Deoria,2025-10,723,915,28,1666
Uttar Pradesh,Deoria,2025-11,1013,1184,37,2234
Uttar Pradesh,Deoria,2025-12,756,702,8,1466
Uttar Pradesh,Etah,2025-04,724,354,13,1091
Uttar Pradesh,Etah,2025-05,1092,457,48,1597
Uttar Pradesh,Etah,2025-07,2059,1625,48,3732
Uttar Pradesh,Etah,2025-09,956,686,10,1652
Uttar Pradesh,Etah,2025-10,479,332,4,815
Uttar Pradesh,Etah,2025-11,835,582,24,1441
Uttar Pradesh,Etah,2025-12,615,309,12,936
Uttar Pradesh,Etawah,2025-04,348,226,16,590
Uttar Pradesh,Etawah,2025-07,551,456,16,1023
Uttar Pradesh,Etawah,2025-09,1155,994,14,2163
Uttar Pradesh,Etawah,2025-10,581,378,41,1000
Uttar Pradesh,Etawah,2025-11,906,512,26,1444
Uttar Pradesh,Etawah,2025-12,632,299,3,934
Uttar Pradesh,Faizabad,2025-09,1576,1293,1,2870
Uttar Pradesh,Faizabad,2025-10,841,572,0,1413
Uttar Pradesh,Faizabad,2025-11,956,636,0,1592
Uttar Pradesh,Faizabad,2025-12,679,370,2,1051
Uttar Pradesh,Farrukhabad,2025-06,73,102,11,186
Uttar Pradesh,Farrukhabad,2025-09,843,1069,17,1929
Uttar Pradesh,Farrukhabad,2025-10,444,551,22,1017
Uttar Pradesh,Farrukhabad,2025-11,792,730,30,1552
Uttar Pradesh,Farrukhabad,2025-12,692,492,2,1186
Uttar Pradesh,Fatehpur,2025-04,166,136,10,312
Uttar Pradesh,Fatehpur,2025-05,274,224,11,509
Uttar Pradesh,Fatehpur,2025-06,251,344,14,609
Uttar Pradesh,Fatehpur,2025-07,1271,1283,86,2640
Uttar Pradesh,Fatehpur,2025-09,1641,1516,13,3170
Uttar Pradesh,Fatehpur,2025-10,855,709,44,1608
Uttar Pradesh,Fatehpur,2025-11,1185,856,41,2082
Uttar Pradesh,Fatehpur,2025-12,883,514,6,1403
Uttar Pradesh,Firozabad,2025-03,93,77,21,191
Uttar Pradesh,Firozabad,2025-06,1568,809,21,2398
Uttar Pradesh,Firozabad,2025-07,1940,1040,10,2990
Uttar Pradesh,Firozabad,2025-09,1380,1269,21,2670
Uttar Pradesh,Firozabad,2025-10,645,532,11,1188
Uttar Pradesh,Firozabad,2025-11,887,670,35,1592
Uttar Pradesh,Firozabad,2025-12,737,529,5,1271
Uttar Pradesh,Gautam Buddha Nagar,2025-03,175,636,72,883
Uttar Pradesh,Gautam Buddha Nagar,2025-04,1192,1186,113,2491
Uttar Pradesh,Gautam Buddha Nagar,2025-05,867,915,52,1834
Uttar Pradesh,Gautam Buddha Nagar,2025-06,805,1017,87,1909
Uttar Pradesh,Gautam Buddha Nagar,2025-07,1392,1633,150,3175
Uttar Pradesh,Gautam Buddha Nagar,2025-09,1489,1627,54,3170
Uttar Pradesh,Gautam Buddha Nagar,2025-10,988,725,27,1740
Uttar Pradesh,Gautam Buddha Nagar,2025-11,1320,1022,45,2387
Uttar Pradesh,Gautam Buddha Nagar,2025-12,774,557,37,1368
Uttar Pradesh,Ghaziabad,2025-03,129,471,89,689
Uttar Pradesh,Ghaziabad,2025-05,882,747,37,1666
Uttar Pradesh,Ghaziabad,2025-06,1145,1293,42,2480
Uttar Pradesh,Ghaziabad,2025-07,1776,1881,59,3716
Uttar Pradesh,Ghaziabad,2025-09,2979,2524,71,5574
Uttar Pradesh,Ghaziabad,2025-10,1473,1156,30,2659
Uttar Pradesh,Ghaziabad,2025-11,2356,1753,51,4160
Uttar Pradesh,Ghaziabad,2025-12,1244,868,14,2126
Uttar Pradesh,Ghazipur,2025-09,1772,3069,26,4867
Uttar Pradesh,Ghazipur,2025-10,769,1305,17,2091
Uttar Pradesh,Ghazipur,2025-11,1018,1636,18,2672
Uttar Pradesh,Ghazipur,2025-12,764,884,10,1658
Uttar Pradesh,Gonda,2025-04,392,260,50,702
Uttar Pradesh,Gonda,2025-07,1120,1506,96,2722
Uttar Pradesh,Gonda,2025-09,2144,2479,66,4689
Uttar Pradesh,Gonda,2025-10,1111,1213,23,2347
Uttar Pradesh,Gonda,2025-11,1629,1273,24,2926
Uttar Pradesh,Gonda,2025-12,1049,763,69,1881
Uttar Pradesh,Gorakhpur,2025-03,13,36,11,60
Uttar Pradesh,Gorakhpur,2025-04,378,727,86,1191
Uttar Pradesh,Gorakhpur,2025-05,129,352,41,522
Uttar Pradesh,Gorakhpur,2025-06,213,572,41,826
Uttar Pradesh,Gorakhpur,2025-07,1187,2262,130,3579
Uttar Pradesh,Gorakhpur,2025-09,1898,3260,27,5185
Uttar Pradesh,Gorakhpur,2025-10,1117,1669,52,2838
Uttar Pradesh,Gorakhpur,2025-11,1534,2063,29,3626
Uttar Pradesh,Gorakhpur,2025-12,985,1149,8,2142
Uttar Pradesh,Hamirpur,2025-09,777,584,10,1371
Uttar Pradesh,Hamirpur,2025-10,306,260,8,574
Uttar Pradesh,Hamirpur,2025-11,572,357,5,934
Uttar Pradesh,Hamirpur,2025-12,385,197,4,586
Uttar Pradesh,Hapur,2025-05,681,450,11,1142
Uttar Pradesh,Hapur,2025-07,1010,770,11,1791
Uttar Pradesh,Hapur,2025-09,904,553,5,1462
Uttar Pradesh,Hapur,2025-10,554,338,2,894
Uttar Pradesh,Hapur,2025-11,679,366,7,1052
Uttar Pradesh,Hapur,2025-12,622,294,5,921
Uttar Pradesh,Hardoi,2025-06,1123,1368,44,2535
