state,district,date,month_date,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,enrolments,total_demo_updates,total_bio_updates,total_enrolment_prev_1,total_demo_updates_prev_1,total_bio_updates_prev_1,enrolment_diff_1,demo_updates_diff_1,bio_updates_diff_1,year,month,target_enrolment_next_month,lag_1,lag_2,lag_3,lag_6,lag_12,roll_3m_mean,roll_3m_median,roll_3m_std,roll_6m_mean,roll_6m_median,roll_6m_std,has_full_history
Rajasthan,Deeg,2025-11,2025-11-01,3.0,12.0,12.0,5.0,55.0,1.0,41.0,27.0,60.0,42.0,5.0,11.0,11.0,22.0,49.0,31.0,2025,11,29.0,,,,,,,,,,,,False
Rajasthan,Deeg ,2025-11,2025-11-01,1.0,3.0,0.0,36.0,291.0,1.0,2.0,4.0,327.0,3.0,2.0,113.0,7.0,2.0,214.0,-4.0,2025,11,2.0,,,,,,,,,,,,False
Rajasthan,Dhaulpur,2025-10,2025-10-01,9.0,8.0,0.0,2.0,59.0,7.0,28.0,17.0,61.0,35.0,61.0,142.0,116.0,-44.0,-81.0,-81.0,2025,10,40.0,,,,,,,,,,,,False
Rajasthan,Dhaulpur,2025-11,2025-11-01,28.0,12.0,0.0,6.0,146.0,9.0,54.0,40.0,152.0,63.0,17.0,61.0,35.0,23.0,91.0,28.0,2025,11,21.0,17.0,,,,,17.0,17.0,,17.0,17.0,,True
Rajasthan,Dholpur,2025-07,2025-07-01,467.0,247.0,13.0,1111.0,4971.0,9073.0,4046.0,727.0,6082.0,13119.0,1344.0,2898.0,6203.0,-617.0,3184.0,6916.0,2025,7,2891.0,,,,,,,,,,,,False
Rajasthan,Dholpur,2025-09,2025-09-01,2045.0,844.0,2.0,1141.0,5701.0,14614.0,2073.0,2891.0,6842.0,16687.0,727.0,6082.0,13119.0,2164.0,760.0,3568.0,2025,9,980.0,727.0,,,,,727.0,727.0,,727.0,727.0,,True
Rajasthan,Dholpur,2025-10,2025-10-01,614.0,363.0,3.0,592.0,3868.0,1543.0,1322.0,980.0,4460.0,2865.0,2891.0,6842.0,16687.0,-1911.0,-2382.0,-13822.0,2025,10,1637.0,2891.0,727.0,,,,1809.0,1809.0,1530.179074487689,1809.0,1809.0,1530.179074487689,True
Rajasthan,Dholpur,2025-11,2025-11-01,1021.0,539.0,77.0,1116.0,6233.0,4113.0,2482.0,1637.0,7349.0,6595.0,980.0,4460.0,2865.0,657.0,2889.0,3730.0,2025,11,1001.0,980.0,2891.0,727.0,,,1532.6666666666667,980.0,1183.133269472773,1532.6666666666667,980.0,1183.133269472773,True
Rajasthan,Dungarpur,2025-10,2025-10-01,563.0,365.0,1.0,360.0,4558.0,1657.0,1747.0,929.0,4918.0,3404.0,2772.0,9022.0,17258.0,-1843.0,-4104.0,-13854.0,2025,10,1587.0,,,,,,,,,,,,False
Rajasthan,Dungarpur,2025-11,2025-11-01,917.0,635.0,35.0,887.0,8080.0,5825.0,5577.0,1587.0,8967.0,11402.0,929.0,4918.0,3404.0,658.0,4049.0,7998.0,2025,11,1121.0,929.0,,,,,929.0,929.0,,929.0,929.0,,True
Rajasthan,Ganganagar,2025-10,2025-10-01,578.0,178.0,2.0,313.0,3783.0,1630.0,2569.0,758.0,4096.0,4199.0,2024.0,7282.0,16259.0,-1266.0,-3186.0,-12060.0,2025,10,1144.0,,,,,,,,,,,,False
Rajasthan,Ganganagar,2025-11,2025-11-01,852.0,266.0,26.0,707.0,7209.0,3608.0,5464.0,1144.0,7916.0,9072.0,758.0,4096.0,4199.0,386.0,3820.0,4873.0,2025,11,1578.0,758.0,,,,,758.0,758.0,,758.0,758.0,,True
Rajasthan,Hanumangarh,2025-09,2025-09-01,1368.0,384.0,7.0,679.0,4678.0,10421.0,4449.0,1759.0,5357.0,14870.0,751.0,8770.0,15480.0,1008.0,-3413.0,-610.0,2025,9,673.0,,,,,,,,,,,,False
Rajasthan,Hanumangarh,2025-10,2025-10-01,493.0,180.0,0.0,277.0,3292.0,1580.0,2189.0,673.0,3569.0,3769.0,1759.0,5357.0,14870.0,-1086.0,-1788.0,-11101.0,2025,10,947.0,1759.0,,,,,1759.0,1759.0,,1759.0,1759.0,,True
Rajasthan,Hanumangarh,2025-11,2025-11-01,706.0,222.0,19.0,768.0,6423.0,3243.0,5176.0,947.0,7191.0,8419.0,673.0,3569.0,3769.0,274.0,3622.0,4650.0,2025,11,810.0,673.0,1759.0,,,,1216.0,1216.0,767.9179643685906,1216.0,1216.0,767.9179643685906,True
Rajasthan,Jaipur,2025-05,2025-05-01,120.0,70.0,10.0,2298.0,21068.0,12897.0,22745.0,200.0,23366.0,35642.0,3434.0,29012.0,40432.0,-3234.0,-5646.0,-4790.0,2025,5,3438.0,,,,,,,,,,,,False
Rajasthan,Jaipur,2025-07,2025-07-01,2242.0,1110.0,86.0,2483.0,20394.0,22771.0,29686.0,3438.0,22877.0,52457.0,200.0,23366.0,35642.0,3238.0,-489.0,16815.0,2025,7,9131.0,200.0,,,,,200.0,200.0,,200.0,200.0,,True
Rajasthan,Jaipur,2025-09,2025-09-01,6530.0,2576.0,25.0,2944.0,23004.0,32569.0,16745.0,9131.0,25948.0,49314.0,3438.0,22877.0,52457.0,5693.0,3071.0,-3143.0,2025,9,3528.0,3438.0,200.0,,,,1819.0,1819.0,2289.611757482041,1819.0,1819.0,2289.611757482041,True
Rajasthan,Jaipur,2025-10,2025-10-01,2359.0,1156.0,13.0,1645.0,14310.0,6653.0,8716.0,3528.0,15955.0,15369.0,9131.0,25948.0,49314.0,-5603.0,-9993.0,-33945.0,2025,10,6792.0,9131.0,3438.0,200.0,,,4256.333333333333,3438.0,4521.387213381899,4256.333333333333,3438.0,4521.387213381899,True
Rajasthan,Jaipur,2025-11,2025-11-01,4561.0,1840.0,391.0,4478.0,34024.0,16529.0,20598.0,6792.0,38502.0,37127.0,3528.0,15955.0,15369.0,3264.0,22547.0,21758.0,2025,11,4623.0,3528.0,9131.0,3438.0,,,5365.666666666667,3528.0,3261.1848051487864,4074.25,3483.0,3709.615287780302,True
Rajasthan,Jaisalmer,2025-10,2025-10-01,271.0,165.0,7.0,133.0,1355.0,928.0,918.0,443.0,1488.0,1846.0,1259.0,2447.0,7326.0,-816.0,-959.0,-5480.0,2025,10,570.0,,,,,,,,,,,,False
Rajasthan,Jaisalmer,2025-11,2025-11-01,336.0,217.0,17.0,255.0,2043.0,1587.0,2459.0,570.0,2298.0,4046.0,443.0,1488.0,1846.0,127.0,810.0,2200.0,2025,11,448.0,443.0,,,,,443.0,443.0,,443.0,443.0,,True
Rajasthan,Jalor,2025-10,2025-10-01,920.0,801.0,5.0,331.0,3814.0,2232.0,2244.0,1726.0,4145.0,4476.0,4992.0,6884.0,18021.0,-3266.0,-2739.0,-13545.0,2025,10,3112.0,,,,,,,,,,,,False
Rajasthan,Jalor,2025-11,2025-11-01,1674.0,1349.0,89.0,579.0,6393.0,5027.0,5734.0,3112.0,6972.0,10761.0,1726.0,4145.0,4476.0,1386.0,2827.0,6285.0,2025,11,2179.0,1726.0,,,,,1726.0,1726.0,,1726.0,1726.0,,True
Rajasthan,Jhalawar,2025-09,2025-09-01,2269.0,762.0,7.0,908.0,7892.0,15652.0,3414.0,3038.0,8800.0,19066.0,173.0,664.0,5668.0,2865.0,8136.0,13398.0,2025,9,880.0,,,,,,,,,,,,False
Rajasthan,Jhalawar,2025-10,2025-10-01,577.0,302.0,1.0,416.0,3223.0,1142.0,1756.0,880.0,3639.0,2898.0,3038.0,8800.0,19066.0,-2158.0,-5161.0,-16168.0,2025,10,1747.0,3038.0,,,,,3038.0,3038.0,,3038.0,3038.0,,True
Rajasthan,Jhalawar,2025-11,2025-11-01,1223.0,491.0,33.0,918.0,6752.0,3511.0,5454.0,1747.0,7670.0,8965.0,880.0,3639.0,2898.0,867.0,4031.0,6067.0,2025,11,1198.0,880.0,3038.0,,,,1959.0,1959.0,1525.9364338005696,1959.0,1959.0,1525.9364338005696,True
Rajasthan,Jhunjhunu,2025-10,2025-10-01,35.0,20.0,0.0,21.0,320.0,52.0,139.0,55.0,341.0,191.0,140.0,397.0,448.0,-85.0,-56.0,-257.0,2025,10,67.0,,,,,,,,,,,,False
Rajasthan,Jhunjhunu,2025-11,2025-11-01,44.0,23.0,0.0,36.0,769.0,72.0,257.0,67.0,805.0,329.0,55.0,341.0,191.0,12.0,464.0,138.0,2025,11,49.0,55.0,,,,,55.0,55.0,,55.0,55.0,,True
Rajasthan,Jhunjhunun,2025-10,2025-10-01,1011.0,330.0,12.0,550.0,4416.0,2255.0,3030.0,1353.0,4966.0,5285.0,3228.0,7688.0,16967.0,-1875.0,-2722.0,-11682.0,2025,10,1810.0,,,,,,,,,,,,False
Rajasthan,Jhunjhunun,2025-11,2025-11-01,1368.0,391.0,51.0,998.0,7529.0,4472.0,5502.0,1810.0,8527.0,9974.0,1353.0,4966.0,5285.0,457.0,3561.0,4689.0,2025,11,1220.0,1353.0,,,,,1353.0,1353.0,,1353.0,1353.0,,True
Rajasthan,Jodhpur,2025-05,2025-05-01,595.0,190.0,15.0,174.0,2346.0,7037.0,11109.0,800.0,2520.0,18146.0,2276.0,9039.0,24226.0,-1476.0,-6519.0,-6080.0,2025,5,751.0,,,,,,,,,,,,False
Rajasthan,Jodhpur,2025-06,2025-06-01,520.0,204.0,27.0,446.0,4754.0,10679.0,12111.0,751.0,5200.0,22790.0,800.0,2520.0,18146.0,-49.0,2680.0,4644.0,2025,6,2616.0,800.0,,,,,800.0,800.0,,800.0,800.0,,True
Rajasthan,Jodhpur,2025-07,2025-07-01,1722.0,828.0,66.0,766.0,7137.0,20273.0,15978.0,2616.0,7903.0,36251.0,751.0,5200.0,22790.0,1865.0,2703.0,13461.0,2025,7,6441.0,751.0,800.0,,,,775.5,775.5,34.64823227814083,775.5,775.5,34.64823227814083,True
Rajasthan,Jodhpur,2025-09,2025-09-01,4211.0,2111.0,119.0,1555.0,11802.0,27994.0,9463.0,6441.0,13357.0,37457.0,2616.0,7903.0,36251.0,3825.0,5454.0,1206.0,2025,9,2216.0,2616.0,751.0,800.0,,,1389.0,800.0,1062.8955734219614,1389.0,800.0,1062.8955734219614,True
Rajasthan,Jodhpur,2025-10,2025-10-01,1505.0,702.0,9.0,718.0,6479.0,4430.0,4236.0,2216.0,7197.0,8666.0,6441.0,13357.0,37457.0,-4225.0,-6160.0,-28791.0,2025,10,4012.0,6441.0,2616.0,751.0,,,3269.3333333333335,2616.0,2900.7168654202246,2652.0,1708.0,2670.9250582273303,True
Rajasthan,Jodhpur,2025-11,2025-11-01,2303.0,1211.0,498.0,1457.0,12874.0,8683.0,10917.0,4012.0,14331.0,19600.0,2216.0,7197.0,8666.0,1796.0,7134.0,10934.0,2025,11,3103.0,2216.0,6441.0,2616.0,,,3757.6666666666665,2616.0,2332.4254186004177,2564.8,2216.0,2321.2926786598887,True
Rajasthan,Karauli,2025-09,2025-09-01,2050.0,813.0,9.0,1136.0,5817.0,12511.0,2521.0,2872.0,6953.0,15032.0,465.0,2880.0,6940.0,2407.0,4073.0,8092.0,2025,9,1091.0,,,,,,,,,,,,False
Rajasthan,Karauli,2025-10,2025-10-01,722.0,369.0,0.0,593.0,3534.0,1927.0,1501.0,1091.0,4127.0,3428.0,2872.0,6953.0,15032.0,-1781.0,-2826.0,-11604.0,2025,10,2092.0,2872.0,,,,,2872.0,2872.0,,2872.0,2872.0,,True
Rajasthan,Karauli,2025-11,2025-11-01,1373.0,647.0,72.0,1201.0,7040.0,4936.0,3118.0,2092.0,8241.0,8054.0,1091.0,4127.0,3428.0,1001.0,4114.0,4626.0,2025,11,1170.0,1091.0,2872.0,,,,1981.5,1981.5,1259.3571772932412,1981.5,1981.5,1259.3571772932412,True
Rajasthan,Kota,2025-09,2025-09-01,2012.0,756.0,37.0,902.0,8009.0,10120.0,3940.0,2805.0,8911.0,14060.0,68.0,9277.0,8995.0,2737.0,-366.0,5065.0,2025,9,1102.0,,,,,,,,,,,,False
Rajasthan,Kota,2025-10,2025-10-01,776.0,314.0,12.0,437.0,3972.0,1594.0,2014.0,1102.0,4409.0,3608.0,2805.0,8911.0,14060.0,-1703.0,-4502.0,-10452.0,2025,10,2173.0,2805.0,,,,,2805.0,2805.0,,2805.0,2805.0,,True
Rajasthan,Kota,2025-11,2025-11-01,1637.0,496.0,40.0,1203.0,10521.0,3789.0,5535.0,2173.0,11724.0,9324.0,1102.0,4409.0,3608.0,1071.0,7315.0,5716.0,2025,11,1377.0,1102.0,2805.0,,,,1953.5,1953.5,1204.2028483606905,1953.5,1953.5,1204.2028483606905,True
Rajasthan,Nagaur,2025-07,2025-07-01,870.0,660.0,21.0,170.0,948.0,17118.0,14957.0,1551.0,1118.0,32075.0,873.0,7239.0,19779.0,678.0,-6121.0,12296.0,2025,7,6227.0,,,,,,,,,,,,False
Rajasthan,Nagaur,2025-09,2025-09-01,4461.0,1747.0,19.0,1388.0,8444.0,25627.0,8296.0,6227.0,9832.0,33923.0,1551.0,1118.0,32075.0,4676.0,8714.0,1848.0,2025,9,2013.0,1551.0,,,,,1551.0,1551.0,,1551.0,1551.0,,True
Rajasthan,Nagaur,2025-10,2025-10-01,1384.0,611.0,18.0,681.0,5113.0,3880.0,4228.0,2013.0,5794.0,8108.0,6227.0,9832.0,33923.0,-4214.0,-4038.0,-25815.0,2025,10,3393.0,6227.0,1551.0,,,,3889.0,3889.0,3306.431308828296,3889.0,3889.0,3306.431308828296,True
Rajasthan,Nagaur,2025-11,2025-11-01,2277.0,1012.0,104.0,1530.0,11142.0,8160.0,11911.0,3393.0,12672.0,20071.0,2013.0,5794.0,8108.0,1380.0,6878.0,11963.0,2025,11,2283.0,2013.0,6227.0,1551.0,,,3263.6666666666665,2013.0,2576.6973693729215,3263.6666666666665,2013.0,2576.6973693729215,True
Rajasthan,Pali,2025-09,2025-09-01,2731.0,1112.0,24.0,842.0,6416.0,16407.0,7513.0,3867.0,7258.0,23920.0,187.0,3448.0,14799.0,3680.0,3810.0,9121.0,2025,9,1305.0,,,,,,,,,,,,False
Rajasthan,Pali,2025-10,2025-10-01,887.0,411.0,7.0,353.0,3347.0,2598.0,3865.0,1305.0,3700.0,6463.0,3867.0,7258.0,23920.0,-2562.0,-3558.0,-17457.0,2025,10,2337.0,3867.0,,,,,3867.0,3867.0,,3867.0,3867.0,,True
Rajasthan,Pali,2025-11,2025-11-01,1596.0,680.0,61.0,876.0,7825.0,5545.0,10116.0,2337.0,8701.0,15661.0,1305.0,3700.0,6463.0,1032.0,5001.0,9198.0,2025,11,1418.0,1305.0,3867.0,,,,2586.0,2586.0,1811.6075733999348,2586.0,2586.0,1811.6075733999348,True
Rajasthan,Pratapgarh,2025-10,2025-10-01,284.0,141.0,0.0,162.0,2272.0,558.0,952.0,425.0,2434.0,1510.0,4065.0,21807.0,15858.0,-3640.0,-19373.0,-14348.0,2025,10,2318.0,,,,,,,,,,,,False
Rajasthan,Pratapgarh,2025-11,2025-11-01,661.0,256.0,13.0,429.0,5958.0,2083.0,3051.0,930.0,6387.0,5134.0,2318.0,10351.0,9379.0,-1388.0,-3964.0,-4245.0,2025,11,2353.0,425.0,,,,,425.0,425.0,,425.0,425.0,,True
Rajasthan,Rajsamand,2025-10,2025-10-01,464.0,243.0,4.0,297.0,3044.0,1257.0,1753.0,711.0,3341.0,3010.0,1885.0,5204.0,12232.0,-1174.0,-1863.0,-9222.0,2025,10,1195.0,,,,,,,,,,,,False
Rajasthan,Rajsamand,2025-11,2025-11-01,839.0,337.0,19.0,670.0,5649.0,2691.0,3724.0,1195.0,6319.0,6415.0,711.0,3341.0,3010.0,484.0,2978.0,3405.0,2025,11,721.0,711.0,,,,,711.0,711.0,,711.0,711.0,,True
Rajasthan,Sawai Madhopur,2025-09,2025-09-01,1717.0,685.0,9.0,688.0,4672.0,11028.0,3260.0,2411.0,5360.0,14288.0,910.0,2386.0,12717.0,1501.0,2974.0,1571.0,2025,9,964.0,,,,,,,,,,,,False
Rajasthan,Sawai Madhopur,2025-10,2025-10-01,612.0,326.0,26.0,306.0,2686.0,1885.0,1871.0,964.0,2992.0,3756.0,2411.0,5360.0,14288.0,-1447.0,-2368.0,-10532.0,2025,10,1536.0,2411.0,,,,,2411.0,2411.0,,2411.0,2411.0,,True
Rajasthan,Sawai Madhopur,2025-11,2025-11-01,1057.0,438.0,41.0,804.0,6124.0,3983.0,4725.0,1536.0,6928.0,8708.0,964.0,2992.0,3756.0,572.0,3936.0,4952.0,2025,11,923.0,964.0,2411.0,,,,1687.5,1687.5,1023.1835123769342,1687.5,1687.5,1023.1835123769342,True
Rajasthan,Sikar,2025-04,2025-04-01,251.0,62.0,22.0,540.0,5050.0,6351.0,10971.0,335.0,5590.0,17322.0,94.0,24786.0,19971.0,241.0,-19196.0,-2649.0,2025,4,650.0,,,,,,,,,,,,False
Rajasthan,Sikar,2025-07,2025-07-01,461.0,178.0,11.0,241.0,1810.0,10536.0,13867.0,650.0,2051.0,24403.0,335.0,5590.0,17322.0,315.0,-3539.0,7081.0,2025,7,4814.0,335.0,,,,,335.0,335.0,,335.0,335.0,,True
Rajasthan,Sikar,2025-09,2025-09-01,3566.0,1238.0,10.0,1263.0,8565.0,17716.0,7889.0,4814.0,9828.0,25605.0,650.0,2051.0,24403.0,4164.0,7777.0,1202.0,2025,9,1537.0,650.0,335.0,,,,492.5,492.5,222.73863607376248,492.5,492.5,222.73863607376248,True
Rajasthan,Sikar,2025-10,2025-10-01,1092.0,444.0,1.0,603.0,5162.0,2668.0,4012.0,1537.0,5765.0,6680.0,4814.0,9828.0,25605.0,-3277.0,-4063.0,-18925.0,2025,10,2385.0,4814.0,650.0,335.0,,,1933.0,650.0,2499.985399957368,1933.0,650.0,2499.985399957368,True
Rajasthan,Sikar,2025-11,2025-11-01,1717.0,555.0,113.0,1241.0,10146.0,5094.0,7451.0,2385.0,11387.0,12545.0,1537.0,5765.0,6680.0,848.0,5622.0,5865.0,2025,11,1585.0,1537.0,4814.0,650.0,,,2333.6666666666665,1537.0,2193.3381712206015,1834.0,1093.5,2050.810083844918,True
Rajasthan,Sirohi,2025-07,2025-07-01,1174.0,1471.0,72.0,639.0,4007.0,5189.0,5456.0,2717.0,4646.0,10645.0,626.0,2552.0,6747.0,2091.0,2094.0,3898.0,2025,7,2562.0,,,,,,,,,,,,False
Rajasthan,Sirohi,2025-09,2025-09-01,1471.0,1084.0,7.0,664.0,4159.0,9236.0,2675.0,2562.0,4823.0,11911.0,2717.0,4646.0,10645.0,-155.0,177.0,1266.0,2025,9,945.0,2717.0,,,,,2717.0,2717.0,,2717.0,2717.0,,True
Rajasthan,Sirohi,2025-10,2025-10-01,508.0,420.0,17.0,226.0,2368.0,1626.0,1709.0,945.0,2594.0,3335.0,2562.0,4823.0,11911.0,-1617.0,-2229.0,-8576.0,2025,10,1641.0,2562.0,2717.0,,,,2639.5,2639.5,109.60155108391487,2639.5,2639.5,109.60155108391487,True
Rajasthan,Sirohi,2025-11,2025-11-01,896.0,585.0,160.0,550.0,5539.0,4566.0,4267.0,1641.0,6089.0,8833.0,945.0,2594.0,3335.0,696.0,3495.0,5498.0,2025,11,1151.0,945.0,2562.0,2717.0,,,2074.6666666666665,2562.0,981.3849058006411,2074.6666666666665,2562.0,981.3849058006411,True
Rajasthan,Tonk,2025-09,2025-09-01,1555.0,533.0,4.0,797.0,5817.0,11615.0,2846.0,2092.0,6614.0,14461.0,986.0,5900.0,13071.0,1106.0,714.0,1390.0,2025,9,739.0,,,,,,,,,,,,False
Rajasthan,Tonk,2025-10,2025-10-01,535.0,187.0,17.0,331.0,2857.0,1398.0,1532.0,739.0,3188.0,2930.0,2092.0,6614.0,14461.0,-1353.0,-3426.0,-11531.0,2025,10,1377.0,2092.0,,,,,2092.0,2092.0,,2092.0,2092.0,,True
Rajasthan,Tonk,2025-11,2025-11-01,992.0,368.0,17.0,766.0,6621.0,3951.0,4477.0,1377.0,7387.0,8428.0,739.0,3188.0,2930.0,638.0,4199.0,5498.0,2025,11,721.0,739.0,2092.0,,,,1415.5,1415.5,956.7154749453988,1415.5,1415.5,956.7154749453988,True
Rajasthan,Udaipur,2025-07,2025-07-01,511.0,323.0,21.0,89.0,640.0,17820.0,11986.0,855.0,729.0,29806.0,132.0,1626.0,15797.0,723.0,-897.0,14009.0,2025,7,5484.0,,,,,,,,,,,,False
Rajasthan,Udaipur,2025-09,2025-09-01,3271.0,2205.0,8.0,1339.0,12835.0,22821.0,6761.0,5484.0,14174.0,29582.0,855.0,729.0,29806.0,4629.0,13445.0,-224.0,2025,9,2224.0,855.0,,,,,855.0,855.0,,855.0,855.0,,True
Rajasthan,Udaipur,2025-10,2025-10-01,1245.0,965.0,14.0,687.0,7475.0,3992.0,4467.0,2224.0,8162.0,8459.0,5484.0,14174.0,29582.0,-3260.0,-6012.0,-21123.0,2025,10,3856.0,5484.0,855.0,,,,3169.5,3169.5,3273.1972901125287,3169.5,3169.5,3273.1972901125287,True
Rajasthan,Udaipur,2025-11,2025-11-01,2217.0,1514.0,125.0,1939.0,16729.0,9403.0,10568.0,3856.0,18668.0,19971.0,2224.0,8162.0,8459.0,1632.0,10506.0,11512.0,2025,11,2355.0,2224.0,5484.0,855.0,,,2854.3333333333335,2224.0,2378.0034342560007,2854.3333333333335,2224.0,2378.0034342560007,True
Sikkim,East,2025-10,2025-10-01,41.0,27.0,0.0,61.0,472.0,134.0,125.0,68.0,533.0,259.0,174.0,1435.0,554.0,-106.0,-902.0,-295.0,2025,10,107.0,,,,,,,,,,,,False
Sikkim,East,2025-11,2025-11-01,69.0,37.0,1.0,77.0,1026.0,256.0,220.0,107.0,1103.0,476.0,68.0,533.0,259.0,39.0,570.0,217.0,2025,11,21.0,68.0,,,,,68.0,68.0,,68.0,68.0,,True
Sikkim,East Sikkim,2025-10,2025-10-01,40.0,26.0,5.0,33.0,239.0,206.0,67.0,71.0,272.0,273.0,151.0,879.0,453.0,-80.0,-607.0,-180.0,2025,10,77.0,,,,,,,,,,,,False
Sikkim,East Sikkim,2025-11,2025-11-01,50.0,26.0,1.0,75.0,609.0,373.0,94.0,77.0,684.0,467.0,71.0,272.0,273.0,6.0,412.0,194.0,2025,11,40.0,71.0,,,,,71.0,71.0,,71.0,71.0,,True
Sikkim,Namchi,2025-11,2025-11-01,1.0,2.0,1.0,1.0,70.0,0.0,1.0,4.0,71.0,1.0,11.0,91.0,2.0,-7.0,-20.0,-1.0,2025,11,5.0,,,,,,,,,,,,False
Sikkim,North,2025-10,2025-10-01,10.0,0.0,0.0,9.0,31.0,69.0,28.0,10.0,40.0,97.0,17.0,155.0,37.0,-7.0,-115.0,60.0,2025,10,13.0,,,,,,,,,,,,False
Sikkim,North,2025-11,2025-11-01,10.0,3.0,0.0,19.0,158.0,17.0,22.0,13.0,177.0,39.0,10.0,40.0,97.0,3.0,137.0,-58.0,2025,11,4.0,10.0,,,,,10.0,10.0,,10.0,10.0,,True
Sikkim,North Sikkim,2025-10,2025-10-01,12.0,8.0,0.0,20.0,43.0,181.0,15.0,20.0,63.0,196.0,19.0,158.0,73.0,1.0,-95.0,123.0,2025,10,20.0,,,,,,,,,,,,False
Sikkim,North Sikkim,2025-11,2025-11-01,16.0,4.0,0.0,19.0,127.0,110.0,35.0,20.0,146.0,145.0,20.0,63.0,196.0,0.0,83.0,-51.0,2025,11,3.0,20.0,,,,,20.0,20.0,,20.0,20.0,,True
Sikkim,South,2025-10,2025-10-01,11.0,22.0,0.0,18.0,323.0,22.0,67.0,33.0,341.0,89.0,104.0,1007.0,232.0,-71.0,-666.0,-143.0,2025,10,54.0,,,,,,,,,,,,False
Sikkim,South,2025-11,2025-11-01,29.0,25.0,0.0,25.0,548.0,72.0,165.0,54.0,573.0,237.0,33.0,341.0,89.0,21.0,232.0,148.0,2025,11,6.0,33.0,,,,,33.0,33.0,,33.0,33.0,,True
Sikkim,South Sikkim,2025-10,2025-10-01,9.0,18.0,1.0,19.0,116.0,38.0,22.0,28.0,135.0,60.0,70.0,366.0,142.0,-42.0,-231.0,-82.0,2025,10,44.0,,,,,,,,,,,,False
Sikkim,South Sikkim,2025-11,2025-11-01,26.0,18.0,0.0,22.0,220.0,88.0,56.0,44.0,242.0,144.0,28.0,135.0,60.0,16.0,107.0,84.0,2025,11,8.0,28.0,,,,,28.0,28.0,,28.0,28.0,,True
Sikkim,West,2025-10,2025-10-01,25.0,21.0,2.0,21.0,226.0,25.0,61.0,48.0,247.0,86.0,95.0,852.0,189.0,-47.0,-605.0,-103.0,2025,10,54.0,,,,,,,,,,,,False
Sikkim,West,2025-11,2025-11-01,22.0,32.0,0.0,43.0,478.0,58.0,91.0,54.0,521.0,149.0,48.0,247.0,86.0,6.0,274.0,63.0,2025,11,11.0,48.0,,,,,48.0,48.0,,48.0,48.0,,True
Sikkim,West Sikkim,2025-10,2025-10-01,21.0,19.0,3.0,28.0,156.0,66.0,41.0,43.0,184.0,107.0,96.0,579.0,160.0,-53.0,-395.0,-53.0,2025,10,49.0,,,,,,,,,,,,False
Sikkim,West Sikkim,2025-11,2025-11-01,27.0,20.0,2.0,26.0,297.0,89.0,65.0,49.0,323.0,154.0,43.0,184.0,107.0,6.0,139.0,47.0,2025,11,15.0,43.0,,,,,43.0,43.0,,43.0,43.0,,True
Tamil Nadu,Ariyalur,2025-10,2025-10-01,392.0,90.0,24.0,571.0,1936.0,1976.0,2383.0,506.0,2507.0,4359.0,754.0,3810.0,4404.0,-248.0,-1303.0,-45.0,2025,10,769.0,,,,,,,,,,,,False
Tamil Nadu,Ariyalur,2025-11,2025-11-01,550.0,180.0,39.0,1414.0,3191.0,4612.0,2761.0,769.0,4605.0,7373.0,506.0,2507.0,4359.0,263.0,2098.0,3014.0,2025,11,383.0,506.0,,,,,506.0,506.0,,506.0,506.0,,True
Tamil Nadu,Chengalpattu,2025-10,2025-10-01,141.0,41.0,0.0,315.0,2727.0,343.0,145.0,182.0,3042.0,488.0,345.0,3024.0,556.0,-163.0,18.0,-68.0,2025,10,305.0,,,,,,,,,,,,False
Tamil Nadu,Chengalpattu,2025-11,2025-11-01,179.0,113.0,13.0,644.0,5123.0,934.0,205.0,305.0,5767.0,1139.0,182.0,3042.0,488.0,123.0,2725.0,651.0,2025,11,195.0,182.0,,,,,182.0,182.0,,182.0,182.0,,True
Tamil Nadu,Chennai,2025-10,2025-10-01,1439.0,418.0,13.0,2780.0,12975.0,13628.0,4887.0,1870.0,15755.0,18515.0,3156.0,23255.0,18404.0,-1286.0,-7500.0,111.0,2025,10,2983.0,,,,,,,,,,,,False
Tamil Nadu,Chennai,2025-11,2025-11-01,2257.0,645.0,81.0,4765.0,30325.0,20672.0,9651.0,2983.0,35090.0,30323.0,1870.0,15755.0,18515.0,1113.0,19335.0,11808.0,2025,11,1634.0,1870.0,,,,,1870.0,1870.0,,1870.0,1870.0,,True
Tamil Nadu,Coimbatore,2025-09,2025-09-01,2466.0,566.0,12.0,2475.0,15857.0,4745.0,11429.0,3044.0,18332.0,16174.0,89.0,1202.0,29906.0,2955.0,17130.0,-13732.0,2025,9,1902.0,,,,,,,,,,,,False
Tamil Nadu,Coimbatore,2025-10,2025-10-01,1520.0,382.0,0.0,1685.0,11410.0,3367.0,7854.0,1902.0,13095.0,11221.0,3044.0,18332.0,16174.0,-1142.0,-5237.0,-4953.0,2025,10,2594.0,3044.0,,,,,3044.0,3044.0,,3044.0,3044.0,,True
Tamil Nadu,Coimbatore,2025-11,2025-11-01,2013.0,572.0,9.0,3555.0,23471.0,7631.0,12641.0,2594.0,27026.0,20272.0,1902.0,13095.0,11221.0,692.0,13931.0,9051.0,2025,11,1357.0,1902.0,3044.0,,,,2473.0,2473.0,807.5159441150373,2473.0,2473.0,807.5159441150373,True
