state,district,year_month,age_0_5,age_5_17,age_18_greater
Uttar Pradesh,Chitrakoot,2025-05,79,48,0
Uttar Pradesh,Chitrakoot,2025-06,64,49,1
Uttar Pradesh,Chitrakoot,2025-07,46,23,0
Uttar Pradesh,Chitrakoot,2025-08,55,47,0
Uttar Pradesh,Chitrakoot,2025-09,73,63,0
Uttar Pradesh,Chitrakoot,2025-10,76,68,0
Uttar Pradesh,Chitrakoot,2025-11,73,58,0
Uttar Pradesh,Chitrakoot,2025-12,67,69,1
Uttar Pradesh,Deoria,2025-01,618,855,35
Uttar Pradesh,Deoria,2025-02,178,233,0
Uttar Pradesh,Deoria,2025-03,118,134,2
Uttar Pradesh,Deoria,2025-04,85,79,1
Uttar Pradesh,Deoria,2025-05,153,136,1
Uttar Pradesh,Deoria,2025-06,140,141,2
Uttar Pradesh,Deoria,2025-07,66,92,2
Uttar Pradesh,Deoria,2025-08,131,112,1
Uttar Pradesh,Deoria,2025-09,118,138,0
Uttar Pradesh,Deoria,2025-10,192,205,5
Uttar Pradesh,Deoria,2025-11,93,122,3
Uttar Pradesh,Deoria,2025-12,131,171,1
Uttar Pradesh,Etah,2025-01,3912,2484,109
Uttar Pradesh,Etah,2025-02,115,78,2
Uttar Pradesh,Etah,2025-03,62,31,4
Uttar Pradesh,Etah,2025-04,36,23,0
Uttar Pradesh,Etah,2025-05,95,54,3
Uttar Pradesh,Etah,2025-06,95,68,2
Uttar Pradesh,Etah,2025-07,62,32,1
Uttar Pradesh,Etah,2025-08,73,42,1
Uttar Pradesh,Etah,2025-09,92,72,3
Uttar Pradesh,Etah,2025-10,111,86,2
Uttar Pradesh,Etah,2025-11,73,49,2
Uttar Pradesh,Etah,2025-12,83,84,2
Uttar Pradesh,Etawah,2025-01,971,743,37
Uttar Pradesh,Etawah,2025-02,147,98,3
Uttar Pradesh,Etawah,2025-03,75,55,1
Uttar Pradesh,Etawah,2025-04,47,43,0
Uttar Pradesh,Etawah,2025-05,94,52,0
Uttar Pradesh,Etawah,2025-06,67,54,0
Uttar Pradesh,Etawah,2025-07,41,22,15
Uttar Pradesh,Etawah,2025-08,111,83,1
Uttar Pradesh,Etawah,2025-09,112,92,1
Uttar Pradesh,Etawah,2025-10,119,123,2
Uttar Pradesh,Etawah,2025-11,84,71,1
Uttar Pradesh,Etawah,2025-12,108,83,0
Uttar Pradesh,Faizabad,2025-01,72,69,0
Uttar Pradesh,Faizabad,2025-02,139,135,0
Uttar Pradesh,Faizabad,2025-03,101,95,0
Uttar Pradesh,Faizabad,2025-04,96,71,0
Uttar Pradesh,Faizabad,2025-05,85,71,0
Uttar Pradesh,Faizabad,2025-06,155,89,0
Uttar Pradesh,Faizabad,2025-07,74,37,0
Uttar Pradesh,Faizabad,2025-08,136,97,0
Uttar Pradesh,Faizabad,2025-09,143,98,0
Uttar Pradesh,Faizabad,2025-10,177,118,0
Uttar Pradesh,Faizabad,2025-11,106,97,1
Uttar Pradesh,Faizabad,2025-12,142,86,0
Uttar Pradesh,Farrukhabad,2025-01,109,163,12
Uttar Pradesh,Farrukhabad,2025-02,107,105,1
Uttar Pradesh,Farrukhabad,2025-03,61,72,1
Uttar Pradesh,Farrukhabad,2025-04,52,45,1
Uttar Pradesh,Farrukhabad,2025-05,114,88,0
Uttar Pradesh,Farrukhabad,2025-06,63,73,3
Uttar Pradesh,Farrukhabad,2025-07,68,56,0
Uttar Pradesh,Farrukhabad,2025-08,74,65,1
Uttar Pradesh,Farrukhabad,2025-09,89,110,2
Uttar Pradesh,Farrukhabad,2025-10,80,147,3
Uttar Pradesh,Farrukhabad,2025-11,69,94,2
Uttar Pradesh,Farrukhabad,2025-12,69,112,1
Uttar Pradesh,Fatehpur,2025-01,2071,2127,123
Uttar Pradesh,Fatehpur,2025-02,143,174,2
Uttar Pradesh,Fatehpur,2025-03,119,122,1
Uttar Pradesh,Fatehpur,2025-04,97,73,0
Uttar Pradesh,Fatehpur,2025-05,100,63,1
Uttar Pradesh,Fatehpur,2025-06,114,75,10
Uttar Pradesh,Fatehpur,2025-07,65,50,0
Uttar Pradesh,Fatehpur,2025-08,148,142,0
Uttar Pradesh,Fatehpur,2025-09,167,141,1
Uttar Pradesh,Fatehpur,2025-10,184,160,6
Uttar Pradesh,Fatehpur,2025-11,106,100,1
Uttar Pradesh,Fatehpur,2025-12,140,141,2
Uttar Pradesh,Firozabad,2025-01,3571,1910,36
Uttar Pradesh,Firozabad,2025-02,179,129,2
Uttar Pradesh,Firozabad,2025-03,88,96,2
Uttar Pradesh,Firozabad,2025-04,69,68,3
Uttar Pradesh,Firozabad,2025-05,101,85,2
Uttar Pradesh,Firozabad,2025-06,107,98,4
Uttar Pradesh,Firozabad,2025-07,39,47,1
Uttar Pradesh,Firozabad,2025-08,118,97,3
Uttar Pradesh,Firozabad,2025-09,181,130,11
Uttar Pradesh,Firozabad,2025-10,186,164,6
Uttar Pradesh,Firozabad,2025-11,83,87,4
Uttar Pradesh,Firozabad,2025-12,135,135,3
Uttar Pradesh,Gautam Buddha Nagar,2025-01,4341,4831,405
Uttar Pradesh,Gautam Buddha Nagar,2025-02,245,192,1
Uttar Pradesh,Gautam Buddha Nagar,2025-03,74,92,4
Uttar Pradesh,Gautam Buddha Nagar,2025-04,52,59,3
Uttar Pradesh,Gautam Buddha Nagar,2025-05,139,131,3
Uttar Pradesh,Gautam Buddha Nagar,2025-06,124,140,7
Uttar Pradesh,Gautam Buddha Nagar,2025-07,96,66,1
Uttar Pradesh,Gautam Buddha Nagar,2025-08,125,114,7
Uttar Pradesh,Gautam Buddha Nagar,2025-09,142,394,20
Uttar Pradesh,Gautam Buddha Nagar,2025-10,178,168,10
Uttar Pradesh,Gautam Buddha Nagar,2025-11,91,136,1
Uttar Pradesh,Gautam Buddha Nagar,2025-12,102,130,5
Uttar Pradesh,Ghaziabad,2025-01,3929,4063,142
Uttar Pradesh,Ghaziabad,2025-02,374,293,9
Uttar Pradesh,Ghaziabad,2025-03,159,150,23
Uttar Pradesh,Ghaziabad,2025-04,130,105,1
Uttar Pradesh,Ghaziabad,2025-05,250,159,10
Uttar Pradesh,Ghaziabad,2025-06,219,192,6
Uttar Pradesh,Ghaziabad,2025-07,143,104,3
Uttar Pradesh,Ghaziabad,2025-08,273,219,6
Uttar Pradesh,Ghaziabad,2025-09,268,295,11
Uttar Pradesh,Ghaziabad,2025-10,403,307,8
Uttar Pradesh,Ghaziabad,2025-11,194,160,3
Uttar Pradesh,Ghaziabad,2025-12,219,252,6
Uttar Pradesh,Ghazipur,2025-01,101,180,0
Uttar Pradesh,Ghazipur,2025-02,180,336,0
Uttar Pradesh,Ghazipur,2025-03,139,252,4
Uttar Pradesh,Ghazipur,2025-04,95,202,1
Uttar Pradesh,Ghazipur,2025-05,118,151,2
Uttar Pradesh,Ghazipur,2025-06,114,174,1
Uttar Pradesh,Ghazipur,2025-07,69,139,1
Uttar Pradesh,Ghazipur,2025-08,167,227,0
Uttar Pradesh,Ghazipur,2025-09,163,247,0
Uttar Pradesh,Ghazipur,2025-10,197,341,1
Uttar Pradesh,Ghazipur,2025-11,115,230,1
Uttar Pradesh,Ghazipur,2025-12,171,247,0
Uttar Pradesh,Gonda,2025-01,1622,1917,148
Uttar Pradesh,Gonda,2025-02,218,267,3
Uttar Pradesh,Gonda,2025-03,195,155,1
Uttar Pradesh,Gonda,2025-04,119,104,4
Uttar Pradesh,Gonda,2025-05,176,149,0
Uttar Pradesh,Gonda,2025-06,195,152,4
Uttar Pradesh,Gonda,2025-07,126,90,5
Uttar Pradesh,Gonda,2025-08,196,193,3
Uttar Pradesh,Gonda,2025-09,233,203,5
Uttar Pradesh,Gonda,2025-10,216,214,5
Uttar Pradesh,Gonda,2025-11,132,191,5
Uttar Pradesh,Gonda,2025-12,140,186,8
Uttar Pradesh,Gorakhpur,2025-01,2026,4151,299
Uttar Pradesh,Gorakhpur,2025-02,255,420,4
Uttar Pradesh,Gorakhpur,2025-03,126,215,3
Uttar Pradesh,Gorakhpur,2025-04,86,155,3
Uttar Pradesh,Gorakhpur,2025-05,149,196,4
Uttar Pradesh,Gorakhpur,2025-06,168,235,9
Uttar Pradesh,Gorakhpur,2025-07,98,124,0
Uttar Pradesh,Gorakhpur,2025-08,180,268,2
Uttar Pradesh,Gorakhpur,2025-09,186,232,4
Uttar Pradesh,Gorakhpur,2025-10,220,348,2
Uttar Pradesh,Gorakhpur,2025-11,136,247,0
Uttar Pradesh,Gorakhpur,2025-12,147,223,6
Uttar Pradesh,Hamirpur,2025-01,44,45,1
Uttar Pradesh,Hamirpur,2025-02,89,67,1
Uttar Pradesh,Hamirpur,2025-03,72,59,2
Uttar Pradesh,Hamirpur,2025-04,50,41,1
Uttar Pradesh,Hamirpur,2025-05,59,50,0
Uttar Pradesh,Hamirpur,2025-06,86,38,0
Uttar Pradesh,Hamirpur,2025-07,25,21,0
Uttar Pradesh,Hamirpur,2025-08,67,72,0
Uttar Pradesh,Hamirpur,2025-09,74,76,0
Uttar Pradesh,Hamirpur,2025-10,86,54,3
Uttar Pradesh,Hamirpur,2025-11,58,34,1
Uttar Pradesh,Hamirpur,2025-12,58,26,2
Uttar Pradesh,Hapur,2025-01,1725,1250,22
Uttar Pradesh,Hapur,2025-02,111,92,0
Uttar Pradesh,Hapur,2025-03,51,36,0
Uttar Pradesh,Hapur,2025-04,59,28,1
Uttar Pradesh,Hapur,2025-05,43,21,0
Uttar Pradesh,Hapur,2025-06,71,44,0
Uttar Pradesh,Hapur,2025-07,40,19,0
Uttar Pradesh,Hapur,2025-08,86,39,0
Uttar Pradesh,Hapur,2025-09,91,36,0
Uttar Pradesh,Hapur,2025-10,94,44,0
Uttar Pradesh,Hapur,2025-11,69,47,1
Uttar Pradesh,Hapur,2025-12,74,44,3
Uttar Pradesh,Hardoi,2025-01,5409,5941,128
Uttar Pradesh,Hardoi,2025-02,343,280,3
Uttar Pradesh,Hardoi,2025-03,234,230,6
Uttar Pradesh,Hardoi,2025-04,116,141,2
Uttar Pradesh,Hardoi,2025-05,201,181,4
Uttar Pradesh,Hardoi,2025-06,205,193,3
Uttar Pradesh,Hardoi,2025-07,124,124,7
Uttar Pradesh,Hardoi,2025-08,242,191,3
Uttar Pradesh,Hardoi,2025-09,227,196,6
Uttar Pradesh,Hardoi,2025-10,276,280,4
Uttar Pradesh,Hardoi,2025-11,197,181,2
Uttar Pradesh,Hardoi,2025-12,225,279,14
Uttar Pradesh,Hathras,2025-01,722,655,24
Uttar Pradesh,Hathras,2025-02,150,85,2
Uttar Pradesh,Hathras,2025-03,87,48,1
Uttar Pradesh,Hathras,2025-04,44,39,2
Uttar Pradesh,Hathras,2025-05,79,47,0
Uttar Pradesh,Hathras,2025-06,74,42,1
Uttar Pradesh,Hathras,2025-07,59,23,7
Uttar Pradesh,Hathras,2025-08,128,79,5
Uttar Pradesh,Hathras,2025-09,102,66,5
Uttar Pradesh,Hathras,2025-10,114,126,4
Uttar Pradesh,Hathras,2025-11,95,61,1
Uttar Pradesh,Hathras,2025-12,92,86,0
Uttar Pradesh,Jalaun,2025-01,508,431,47
Uttar Pradesh,Jalaun,2025-02,104,74,2
Uttar Pradesh,Jalaun,2025-03,62,77,3
Uttar Pradesh,Jalaun,2025-04,40,69,1
Uttar Pradesh,Jalaun,2025-05,51,47,0
Uttar Pradesh,Jalaun,2025-06,41,48,1
Uttar Pradesh,Jalaun,2025-07,27,22,0
Uttar Pradesh,Jalaun,2025-08,78,91,2
Uttar Pradesh,Jalaun,2025-09,96,70,0
Uttar Pradesh,Jalaun,2025-10,126,113,1
Uttar Pradesh,Jalaun,2025-11,55,93,0
Uttar Pradesh,Jalaun,2025-12,54,64,1
Uttar Pradesh,Jaunpur,2025-01,1017,1795,102
Uttar Pradesh,Jaunpur,2025-02,172,403,2
Uttar Pradesh,Jaunpur,2025-03,139,294,0
Uttar Pradesh,Jaunpur,2025-04,57,146,0
Uttar Pradesh,Jaunpur,2025-05,95,203,3
Uttar Pradesh,Jaunpur,2025-06,105,203,0
Uttar Pradesh,Jaunpur,2025-07,63,136,0
Uttar Pradesh,Jaunpur,2025-08,150,301,4
Uttar Pradesh,Jaunpur,2025-09,157,267,0
Uttar Pradesh,Jaunpur,2025-10,157,343,1
Uttar Pradesh,Jaunpur,2025-11,112,222,0
Uttar Pradesh,Jaunpur,2025-12,126,296,4
Uttar Pradesh,Jhansi,2025-01,164,132,23
Uttar Pradesh,Jhansi,2025-02,181,113,1
Uttar Pradesh,Jhansi,2025-03,98,74,0
Uttar Pradesh,Jhansi,2025-04,66,48,0
Uttar Pradesh,Jhansi,2025-05,116,59,0
Uttar Pradesh,Jhansi,2025-06,87,50,1
Uttar Pradesh,Jhansi,2025-07,74,37,1
Uttar Pradesh,Jhansi,2025-08,153,85,0
Uttar Pradesh,Jhansi,2025-09,150,89,2
Uttar Pradesh,Jhansi,2025-10,203,117,2
Uttar Pradesh,Jhansi,2025-11,134,86,0
Uttar Pradesh,Jhansi,2025-12,141,98,2
Uttar Pradesh,Jyotiba Phule Nagar,2025-01,0,1,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-02,3,1,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-03,3,0,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-04,1,0,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-05,2,2,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-08,4,0,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-09,2,0,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-10,4,5,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-12,1,2,0
Uttar Pradesh,Kannauj,2025-01,507,701,29
Uttar Pradesh,Kannauj,2025-02,111,93,1
Uttar Pradesh,Kannauj,2025-03,76,72,2
Uttar Pradesh,Kannauj,2025-04,52,51,0
Uttar Pradesh,Kannauj,2025-05,102,100,0
Uttar Pradesh,Kannauj,2025-06,77,68,7
Uttar Pradesh,Kannauj,2025-07,41,116,1
Uttar Pradesh,Kannauj,2025-08,95,83,2
Uttar Pradesh,Kannauj,2025-09,101,110,1
Uttar Pradesh,Kannauj,2025-10,130,149,0
Uttar Pradesh,Kannauj,2025-11,67,64,0
Uttar Pradesh,Kannauj,2025-12,78,116,5
Uttar Pradesh,Kanpur Dehat,2025-01,1342,1478,125
Uttar Pradesh,Kanpur Dehat,2025-02,97,104,0
Uttar Pradesh,Kanpur Dehat,2025-03,76,84,1
Uttar Pradesh,Kanpur Dehat,2025-04,52,80,1
Uttar Pradesh,Kanpur Dehat,2025-05,97,72,0
Uttar Pradesh,Kanpur Dehat,2025-06,106,84,3
Uttar Pradesh,Kanpur Dehat,2025-07,50,34,0
Uttar Pradesh,Kanpur Dehat,2025-08,94,91,1
Uttar Pradesh,Kanpur Dehat,2025-09,114,79,1
Uttar Pradesh,Kanpur Dehat,2025-10,81,93,2
Uttar Pradesh,Kanpur Dehat,2025-11,67,76,0
Uttar Pradesh,Kanpur Dehat,2025-12,84,91,2
Uttar Pradesh,Kanpur Nagar,2025-01,4020,4958,407
Uttar Pradesh,Kanpur Nagar,2025-02,338,363,9
Uttar Pradesh,Kanpur Nagar,2025-03,151,236,8
Uttar Pradesh,Kanpur Nagar,2025-04,94,144,5
Uttar Pradesh,Kanpur Nagar,2025-05,163,165,3
Uttar Pradesh,Kanpur Nagar,2025-06,208,189,3
Uttar Pradesh,Kanpur Nagar,2025-07,126,138,5
Uttar Pradesh,Kanpur Nagar,2025-08,236,271,4
Uttar Pradesh,Kanpur Nagar,2025-09,280,358,19
Uttar Pradesh,Kanpur Nagar,2025-10,370,368,20
Uttar Pradesh,Kanpur Nagar,2025-11,186,215,12
Uttar Pradesh,Kanpur Nagar,2025-12,216,254,16
Uttar Pradesh,Kasganj,2025-01,1077,1198,35
Uttar Pradesh,Kasganj,2025-02,75,69,3
Uttar Pradesh,Kasganj,2025-03,57,63,3
Uttar Pradesh,Kasganj,2025-04,37,19,0
Uttar Pradesh,Kasganj,2025-05,56,36,1
Uttar Pradesh,Kasganj,2025-06,62,40,7
Uttar Pradesh,Kasganj,2025-07,28,31,0
Uttar Pradesh,Kasganj,2025-08,74,65,3
Uttar Pradesh,Kasganj,2025-09,60,64,2
Uttar Pradesh,Kasganj,2025-10,80,80,5
Uttar Pradesh,Kasganj,2025-11,42,54,7
Uttar Pradesh,Kasganj,2025-12,68,56,5
Uttar Pradesh,Kaushambi,2025-01,811,694,46
Uttar Pradesh,Kaushambi,2025-02,148,112,0
Uttar Pradesh,Kaushambi,2025-03,90,78,0
Uttar Pradesh,Kaushambi,2025-04,35,48,0
Uttar Pradesh,Kaushambi,2025-05,96,45,0
Uttar Pradesh,Kaushambi,2025-06,96,43,1
Uttar Pradesh,Kaushambi,2025-07,61,33,0
Uttar Pradesh,Kaushambi,2025-08,99,100,1
Uttar Pradesh,Kaushambi,2025-09,97,98,0
Uttar Pradesh,Kaushambi,2025-10,125,107,0
Uttar Pradesh,Kaushambi,2025-11,107,90,0
Uttar Pradesh,Kaushambi,2025-12,104,94,0
Uttar Pradesh,Kheri,2025-01,3911,4416,199
Uttar Pradesh,Kheri,2025-02,335,417,3
Uttar Pradesh,Kheri,2025-03,204,325,3
Uttar Pradesh,Kheri,2025-04,137,233,5
Uttar Pradesh,Kheri,2025-05,212,192,6
Uttar Pradesh,Kheri,2025-06,206,196,7
Uttar Pradesh,Kheri,2025-07,129,114,5
Uttar Pradesh,Kheri,2025-08,277,351,13
Uttar Pradesh,Kheri,2025-09,273,358,9
Uttar Pradesh,Kheri,2025-10,314,395,14
Uttar Pradesh,Kheri,2025-11,185,286,10
Uttar Pradesh,Kheri,2025-12,211,292,9
Uttar Pradesh,Kushi Nagar,2025-01,779,777,14
Uttar Pradesh,Kushinagar,2025-01,289,366,10
Uttar Pradesh,Kushinagar,2025-02,212,336,0
Uttar Pradesh,Kushinagar,2025-03,126,162,0
Uttar Pradesh,Kushinagar,2025-04,88,106,0
Uttar Pradesh,Kushinagar,2025-05,128,204,2
Uttar Pradesh,Kushinagar,2025-06,164,129,2
Uttar Pradesh,Kushinagar,2025-07,83,138,0
Uttar Pradesh,Kushinagar,2025-08,152,194,1
Uttar Pradesh,Kushinagar,2025-09,144,178,0
Uttar Pradesh,Kushinagar,2025-10,201,268,1
Uttar Pradesh,Kushinagar,2025-11,92,160,0
Uttar Pradesh,Kushinagar,2025-12,125,165,0
Uttar Pradesh,Kushinagar *,2025-06,1,0,0
Uttar Pradesh,Lalitpur,2025-01,214,121,12
Uttar Pradesh,Lalitpur,2025-02,133,63,3
Uttar Pradesh,Lalitpur,2025-03,84,30,1
Uttar Pradesh,Lalitpur,2025-04,52,40,0
Uttar Pradesh,Lalitpur,2025-05,89,21,2
Uttar Pradesh,Lalitpur,2025-06,95,23,2
Uttar Pradesh,Lalitpur,2025-07,47,14,0
Uttar Pradesh,Lalitpur,2025-08,87,50,2
Uttar Pradesh,Lalitpur,2025-09,94,49,0
Uttar Pradesh,Lalitpur,2025-10,107,57,0
Uttar Pradesh,Lalitpur,2025-11,96,40,3
Uttar Pradesh,Lalitpur,2025-12,127,58,1
Uttar Pradesh,Lucknow,2025-01,3456,3413,281
Uttar Pradesh,Lucknow,2025-02,534,383,5
Uttar Pradesh,Lucknow,2025-03,244,198,2
Uttar Pradesh,Lucknow,2025-04,177,194,0
Uttar Pradesh,Lucknow,2025-05,178,145,2
Uttar Pradesh,Lucknow,2025-06,220,228,6
Uttar Pradesh,Lucknow,2025-07,171,113,1
Uttar Pradesh,Lucknow,2025-08,322,235,2
Uttar Pradesh,Lucknow,2025-09,335,353,21
Uttar Pradesh,Lucknow,2025-10,371,307,1
Uttar Pradesh,Lucknow,2025-11,235,171,2
Uttar Pradesh,Lucknow,2025-12,255,252,6
Uttar Pradesh,Maharajganj,2025-01,2746,5186,258
Uttar Pradesh,Maharajganj,2025-02,126,299,2
Uttar Pradesh,Maharajganj,2025-03,82,153,3
Uttar Pradesh,Maharajganj,2025-04,68,100,2
Uttar Pradesh,Maharajganj,2025-05,105,153,3
Uttar Pradesh,Maharajganj,2025-06,124,146,5
Uttar Pradesh,Maharajganj,2025-07,80,86,1
Uttar Pradesh,Maharajganj,2025-08,104,231,3
Uttar Pradesh,Maharajganj,2025-09,182,296,16
Uttar Pradesh,Maharajganj,2025-10,144,271,5
Uttar Pradesh,Maharajganj,2025-11,70,173,17
Uttar Pradesh,Maharajganj,2025-12,75,211,7
Uttar Pradesh,Mahoba,2025-01,47,31,0
Uttar Pradesh,Mahoba,2025-02,93,46,0
Uttar Pradesh,Mahoba,2025-03,53,36,0
Uttar Pradesh,Mahoba,2025-04,33,30,0
Uttar Pradesh,Mahoba,2025-05,74,27,0
Uttar Pradesh,Mahoba,2025-06,52,32,0
Uttar Pradesh,Mahoba,2025-07,25,10,0
Uttar Pradesh,Mahoba,2025-08,56,31,2
Uttar Pradesh,Mahoba,2025-09,58,34,0
Uttar Pradesh,Mahoba,2025-10,78,43,0
Uttar Pradesh,Mahoba,2025-11,60,40,0
Uttar Pradesh,Mahoba,2025-12,52,37,2
Uttar Pradesh,Mahrajganj,2025-05,1,0,0
Uttar Pradesh,Mainpuri,2025-01,1692,2217,116
Uttar Pradesh,Mainpuri,2025-02,139,185,0
Uttar Pradesh,Mainpuri,2025-03,92,126,1
Uttar Pradesh,Mainpuri,2025-04,50,71,0
Uttar Pradesh,Mainpuri,2025-05,75,98,2
Uttar Pradesh,Mainpuri,2025-06,75,75,1
Uttar Pradesh,Mainpuri,2025-07,80,67,3
Uttar Pradesh,Mainpuri,2025-08,96,116,1
Uttar Pradesh,Mainpuri,2025-09,111,158,0
Uttar Pradesh,Mainpuri,2025-10,131,246,0
Uttar Pradesh,Mainpuri,2025-11,75,113,1
Uttar Pradesh,Mainpuri,2025-12,125,198,6
Uttar Pradesh,Mathura,2025-01,697,1165,45
Uttar Pradesh,Mathura,2025-02,222,202,0
Uttar Pradesh,Mathura,2025-03,109,134,1
Uttar Pradesh,Mathura,2025-04,56,99,0
Uttar Pradesh,Mathura,2025-05,127,102,0
Uttar Pradesh,Mathura,2025-06,173,123,8
Uttar Pradesh,Mathura,2025-07,90,74,0
Uttar Pradesh,Mathura,2025-08,167,159,1
Uttar Pradesh,Mathura,2025-09,142,166,0
Uttar Pradesh,Mathura,2025-10,185,230,1
Uttar Pradesh,Mathura,2025-11,138,114,2
Uttar Pradesh,Mathura,2025-12,127,160,1
Uttar Pradesh,Mau,2025-01,62,143,1
Uttar Pradesh,Mau,2025-02,110,220,0
Uttar Pradesh,Mau,2025-03,64,140,2
Uttar Pradesh,Mau,2025-04,54,133,1
Uttar Pradesh,Mau,2025-05,56,146,1
Uttar Pradesh,Mau,2025-06,59,127,2
Uttar Pradesh,Mau,2025-07,35,58,2
Uttar Pradesh,Mau,2025-08,75,161,3
Uttar Pradesh,Mau,2025-09,79,157,1
Uttar Pradesh,Mau,2025-10,108,161,3
Uttar Pradesh,Mau,2025-11,77,170,3
Uttar Pradesh,Mau,2025-12,59,157,2
Uttar Pradesh,Meerut,2025-01,5540,3894,142
Uttar Pradesh,Meerut,2025-02,456,318,1
Uttar Pradesh,Meerut,2025-03,161,150,5
Uttar Pradesh,Meerut,2025-04,158,106,2
Uttar Pradesh,Meerut,2025-05,219,123,0
Uttar Pradesh,Meerut,2025-06,239,119,5
Uttar Pradesh,Meerut,2025-07,151,72,1
Uttar Pradesh,Meerut,2025-08,293,194,3
Uttar Pradesh,Meerut,2025-09,306,175,2
Uttar Pradesh,Meerut,2025-10,347,229,3
Uttar Pradesh,Meerut,2025-11,156,151,1
Uttar Pradesh,Meerut,2025-12,219,179,6
Uttar Pradesh,Mirzapur,2025-01,92,94,0
Uttar Pradesh,Mirzapur,2025-02,145,173,0
Uttar Pradesh,Mirzapur,2025-03,89,151,0
Uttar Pradesh,Mirzapur,2025-04,90,103,0
Uttar Pradesh,Mirzapur,2025-05,114,97,0
Uttar Pradesh,Mirzapur,2025-06,129,113,0
Uttar Pradesh,Mirzapur,2025-07,126,80,0
Uttar Pradesh,Mirzapur,2025-08,133,192,0
Uttar Pradesh,Mirzapur,2025-09,184,208,0
Uttar Pradesh,Mirzapur,2025-10,136,205,0
Uttar Pradesh,Mirzapur,2025-11,80,138,1
Uttar Pradesh,Mirzapur,2025-12,87,194,0
Uttar Pradesh,Moradabad,2025-01,7038,3364,160
Uttar Pradesh,Moradabad,2025-02,403,156,1
Uttar Pradesh,Moradabad,2025-03,155,55,1
Uttar Pradesh,Moradabad,2025-04,103,47,5
Uttar Pradesh,Moradabad,2025-05,269,69,1
Uttar Pradesh,Moradabad,2025-06,274,70,8
Uttar Pradesh,Moradabad,2025-07,152,49,2
Uttar Pradesh,Moradabad,2025-08,202,82,2
Uttar Pradesh,Moradabad,2025-09,304,91,3
Uttar Pradesh,Moradabad,2025-10,426,107,0
Uttar Pradesh,Moradabad,2025-11,195,83,5
Uttar Pradesh,Moradabad,2025-12,248,85,0
Uttar Pradesh,Muzaffarnagar,2025-01,1761,955,65
Uttar Pradesh,Muzaffarnagar,2025-02,239,189,0
Uttar Pradesh,Muzaffarnagar,2025-03,107,92,1
Uttar Pradesh,Muzaffarnagar,2025-04,81,55,0
Uttar Pradesh,Muzaffarnagar,2025-05,169,87,1
Uttar Pradesh,Muzaffarnagar,2025-06,185,84,4
Uttar Pradesh,Muzaffarnagar,2025-07,91,76,0
Uttar Pradesh,Muzaffarnagar,2025-08,166,140,0
Uttar Pradesh,Muzaffarnagar,2025-09,197,126,0
Uttar Pradesh,Muzaffarnagar,2025-10,186,178,1
Uttar Pradesh,Muzaffarnagar,2025-11,167,86,0
Uttar Pradesh,Muzaffarnagar,2025-12,151,127,0
Uttar Pradesh,Pilibhit,2025-01,4659,2676,103
Uttar Pradesh,Pilibhit,2025-02,160,97,1
Uttar Pradesh,Pilibhit,2025-03,118,57,3
Uttar Pradesh,Pilibhit,2025-04,94,52,4
Uttar Pradesh,Pilibhit,2025-05,112,50,2
Uttar Pradesh,Pilibhit,2025-06,116,70,2
Uttar Pradesh,Pilibhit,2025-07,63,23,0
Uttar Pradesh,Pilibhit,2025-08,177,66,4
Uttar Pradesh,Pilibhit,2025-09,171,91,4
Uttar Pradesh,Pilibhit,2025-10,212,105,6
Uttar Pradesh,Pilibhit,2025-11,95,48,7
Uttar Pradesh,Pilibhit,2025-12,97,68,3
Uttar Pradesh,Pratapgarh,2025-01,150,130,0
Uttar Pradesh,Pratapgarh,2025-02,226,198,1
Uttar Pradesh,Pratapgarh,2025-03,140,120,1
Uttar Pradesh,Pratapgarh,2025-04,109,100,1
Uttar Pradesh,Pratapgarh,2025-05,134,84,0
Uttar Pradesh,Pratapgarh,2025-06,163,135,0
Uttar Pradesh,Pratapgarh,2025-07,94,46,0
Uttar Pradesh,Pratapgarh,2025-08,196,143,1
Uttar Pradesh,Pratapgarh,2025-09,191,163,0
Uttar Pradesh,Pratapgarh,2025-10,280,212,0
Uttar Pradesh,Pratapgarh,2025-11,141,136,1
Uttar Pradesh,Pratapgarh,2025-12,169,142,1
Uttar Pradesh,Prayagraj,2025-01,539,616,42
Uttar Pradesh,Prayagraj,2025-02,24,28,1
Uttar Pradesh,Prayagraj,2025-03,14,18,0
Uttar Pradesh,Prayagraj,2025-04,17,9,0
Uttar Pradesh,Prayagraj,2025-05,29,14,0
Uttar Pradesh,Prayagraj,2025-06,15,18,0
Uttar Pradesh,Prayagraj,2025-07,12,12,0
Uttar Pradesh,Prayagraj,2025-08,25,26,0
Uttar Pradesh,Prayagraj,2025-09,41,24,1
Uttar Pradesh,Prayagraj,2025-10,36,30,0
Uttar Pradesh,Prayagraj,2025-11,29,14,0
Uttar Pradesh,Prayagraj,2025-12,44,25,4
